店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category
Cafe CuLuRe(カフェ クルール),堀池,paper,カフェ クルール,〒820-0070 福岡県飯塚市堀池１７９−２,33.6298871,130.6816399,カフェ
セブンイレブン筑穂中学校前店,長尾,paper,セブン-イレブン 筑穂中学校前店,〒820-0701 福岡県飯塚市長尾８９９−１,33.5743471,130.6437565,コンビニ
ホームプラザナフコ頴田店,佐與,paper,ホームプラザナフコ 頴田店,〒820-1113 福岡県飯塚市佐與２３６２,33.6670074,130.7170611,生活雑貨
佐藤眼鏡店(メガネのサトー),本町,paper,メガネのサトー本町店,〒820-0042 福岡県飯塚市本町７−２０ 商店街,33.6399219,130.684705,健康・医療
みそらぼ,横田,paper,MisoLabo みそらぼ,〒820-0044 福岡県飯塚市横田５１５−１ ラグエクリュA 3号,33.6397109,130.6700203,飲食店
セゾンドぶらんこ,秋松,paper,ぶらんこ,〒820-0083 福岡県飯塚市秋松７４８−１,33.6203917,130.6734422,衣料品店
福祉用具おおつか 飯塚営業所,忠隈,paper,福祉用具おおつか 飯塚営業所,〒820-0071 福岡県飯塚市忠隈５０３−２,33.619091,130.681636,健康・医療
CuLuRe(クルール),堀池,paper,クルール,〒820-0070 福岡県飯塚市堀池１７４−４,33.6298793,130.6816461,飲食店
サイクルセンターはやしだ,長尾,paper,サイクルセンター・はやしだ,〒820-0701 福岡県飯塚市長尾１２３４,33.5705601,130.6481501,店舗
ラーメンふじ庵,佐與,paper,ラーメン ふじ庵,〒820-1113 福岡県飯塚市佐與１３９５−１,33.6778223,130.719272,飲食店
しまづ者,本町,paper,海鮮居酒屋 しまづ者,〒820-0042 福岡県飯塚市本町８−７,33.6395675,130.6859262,飲食店
（有）建築工房やました屋,横田,paper,tatta 建築工房やました屋,〒820-0044 福岡県飯塚市横田５８９−１,33.64068,130.6691207,その他
本場インド料理ルパ穂波店,秋松,paper,本場インド料理 ルパ 穂波店,〒820-0083 福岡県飯塚市秋松９１９ ハローデイ穂波店店内,33.6202636,130.6709745,飲食店
御菓子司亀屋延永,忠隈,paper,御菓子司 亀屋延永（かめやのぶなが）,〒820-0071 福岡県飯塚市忠隈７７−３４,33.6238941,130.6897562,飲食店
ケイターズ（AUTO GARAGE KEITA'S）,堀池,paper,株式会社ケイターズ,〒820-0070 福岡県飯塚市堀池１８６−５,33.6291371,130.6817229,その他
スーパー川食筑穂店,平塚,paper,スーパー川食 食彩館 筑穂店,〒820-0702 福岡県飯塚市平塚２９５−２,33.5768286,130.6610547,飲食店
しらゆり会館小竹・頴田会場,勢田,paper,しらゆり会館 小竹・頴田会場,〒820-1111 福岡県飯塚市勢田１０８９−１,33.6810915,130.7237893,葬儀場
ＲＲＲエンターテイメント,本町,paper,本町商店街,〒820-0042 福岡県飯塚市本町１０,33.6382869,130.6849324,その他
龍王ガス,横田,paper,龍王ガス(株) 本社,〒820-0044 福岡県飯塚市横田８２６−３,33.6498867,130.669893,その他
ドラッグストアモリ飯塚秋松店,秋松,paper,ドラッグストアモリ飯塚秋松店,〒820-0083 福岡県飯塚市秋松１５−５,33.6189077,130.6802125,ドラッグストア
驫(さんま),忠隈,paper,料理倶楽部 驫(さんま),〒820-0071 福岡県飯塚市忠隈４３８−３,33.62143200000001,130.682816,飲食店
なんばん往来本店,堀池,paper,なんばん往来 Sweets-Bistro,〒820-0070 福岡県飯塚市堀池１２８−１,33.6273044,130.6836876,ベーカリー
木下石油,平塚,paper,ENEOS 平塚 SS (木下石油店),〒820-0702 福岡県飯塚市平塚３９１,33.5738637,130.6581804,ガソリンスタンド
松隈食料品店,勢田,paper,松隈栄商店,〒820-1111 福岡県飯塚市勢田３３８−６７,33.6930573,130.7360332,飲食店
炭バル ダブル,本町,paper,炭バル www-double-（ダブル）,〒820-0042 福岡県飯塚市本町７−２８ ザ、ズームビル 1F,33.6404029,130.6848165,飲食店
あぐらの離れ,芳雄町,paper,海鮮居酒屋 あぐらの離れ,〒820-0018 福岡県飯塚市芳雄町１−１１,33.6418044,130.6933319,飲食店
ヤマダデンキ テックランド飯塚店,秋松,paper,ヤマダデンキ テックランド飯塚店,〒820-0083 福岡県飯塚市秋松８３７,33.617406,130.671574,電器店
パティスリーＳＯＮＯＫＩ,忠隈,paper,Patisserie SONOKI（パティスリー・ソノキ）,〒820-0071 福岡県飯塚市忠隈４０４−４,33.6203987,130.683211,ベーカリー
文具のたまおき本店,堀池,paper,文具のたまおき 本店,〒820-0070 福岡県飯塚市堀池１７９−２,33.6298522,130.681777,店舗
ドラッグストアコスモス筑穂店,平塚,paper,ドラッグストアコスモス 筑穂店,〒820-0702 福岡県飯塚市平塚２９４−１,33.5765057,130.6609948,ドラッグストア
セブンイレブン飯塚本町店,本町,paper,セブン-イレブン 飯塚本町店,〒820-0042 福岡県飯塚市本町８−１,33.6397608,130.6856687,コンビニ
スーパーマーケットASO新飯塚店,芳雄町,paper,スーパー麻生 新飯塚店,〒820-0018 福岡県飯塚市芳雄町２−１９５２,33.6419224,130.6929919,飲食店
ユニクロ飯塚店,秋松,paper,ユニクロ 飯塚店,〒820-0083 福岡県飯塚市秋松８６６−１,33.6181075,130.6719155,衣料品店
焚炎 竹や,忠隈,paper,地鶏炭火焼料理 焚炎 竹や,〒820-0071 福岡県飯塚市忠隈５３７−１,33.6196763,130.6810116,飲食店
ダイレックス飯塚店,堀池,paper,ダイレックス 飯塚店,〒820-0070 福岡県飯塚市堀池８７−１,33.623896,130.683568,飲食店
ヘアーサロン モロオカ,平塚,paper,ヘアーサロンモロオカ,〒820-0702 福岡県飯塚市平塚２５８−７,33.57672160000001,130.6623409,美容室
E-REVO卓球BASE,本町,paper,E-REVO 卓球BASE（イーレボ）,〒820-0042 福岡県飯塚市本町１３−８ 飯塚SSビル 5階,33.6374474,130.6846155,その他
上島珈琲店飯塚病院店,芳雄町,paper,上島珈琲店 飯塚病院店,〒820-0018 福岡県飯塚市芳雄町３−８３ 飯塚病院 1F,33.642493,130.691437,カフェ
ガスのアイプロ,枝国,paper,（株）アイプロ 本社,〒820-0081 福岡県飯塚市枝国５０７,33.6346155,130.672856,その他
ドコモショップ穂波店,忠隈,paper,ドコモショップ穂波店,〒820-0071 福岡県飯塚市忠隈４５２−１,33.623071,130.683489,店舗
清水理容室 チャボ,堀池,paper,清水理容室 チャボ,〒820-0070 福岡県飯塚市堀池５７−５,33.6278076,130.68567,美容室
Ｙｕｍｍｙ Ｃａｋｅｓ,平塚,paper,ヤミィケーキ,〒820-0702 福岡県飯塚市平塚３９６−１,33.5745353,130.6587857,ベーカリー
タイラ時計店,本町,paper,宝石時計のタイラ,〒820-0042 福岡県飯塚市本町１５−８,33.638828,130.68472,店舗
サンエトワール新飯塚店,芳雄町,paper,サンエトワール新飯塚店,〒820-0018 福岡県飯塚市芳雄町４−２０,33.6414337,130.6930411,ベーカリー
イオン穂波ショッピングセンター,枝国,paper,イオン穂波ショッピングセンター,〒820-0081 福岡県飯塚市枝国長浦６６６−４８,33.6370555,130.6737438,shopping_mall
とんかつ専門店うめーや,太郎丸,paper,とんかつ うめーや,〒820-0076 福岡県飯塚市太郎丸５２３−４,33.6049487,130.6726463,飲食店
めがねのツカハラ,堀池,paper,（有）めがねのツカハラ,〒820-0070 福岡県飯塚市堀池１５５−３ 中村ビル,33.629279,130.6831294,健康・医療
あかね荘,山口,paper,あかね荘,〒820-0711 福岡県飯塚市山口６１１−２,33.557662,130.620462,飲食店
竹川鮮魚,本町,paper,竹川鮮魚,〒820-0042 福岡県飯塚市本町１６−３２,33.6402377,130.6840207,飲食店
花和,芳雄町,paper,花和,〒820-0018 福岡県飯塚市芳雄町１８−２８,33.6390043,130.6921515,花屋
イオン穂波店ショッピングセンター同友店会,枝国,paper,イオン穂波ショッピングセンター,〒820-0081 福岡県飯塚市枝国長浦６６６−４８,33.6370555,130.6737438,shopping_mall
ドラッグストアコスモス穂波店,太郎丸,paper,ドラッグストアコスモス 穂波店,〒820-0076 福岡県飯塚市太郎丸９３３,33.61144,130.6712106,ドラッグストア
デラシネ(deracine),堀池,paper,デラシネ（ｄｅｒａｃｉｎｅ）,〒820-0070 福岡県飯塚市堀池１７０−１ メイゾンイサヤマ 103,33.6298225,130.683004,衣料品店
庄内地区,,paper,庄内川,福岡県 庄内川,33.6463416,130.7255152,自然
たまや毛糸店,本町,paper,たまや衣料品店,〒820-0042 福岡県飯塚市本町８−２６,33.6391499,130.6849981,飲食店
パンセ アミエ店,芳雄町,paper,（株）パンセ アミエ店,〒820-0018 福岡県飯塚市芳雄町８−１８２９−１,33.6403391,130.692609,美容室
ウエスト飯塚店うどんコーナー,枝国,paper,うどんウエスト 飯塚店,〒820-0081 福岡県飯塚市枝国２１６−４,33.6304684,130.674025,飲食店
ステーキハウス 三田屋,太郎丸,paper,廣岡揮八郎のステーキハウス 三田屋（さんだや） 福岡飯塚店,〒820-0076 福岡県飯塚市太郎丸７５７−１３,33.6076096,130.6716319,飲食店
ドラッグストアコスモス堀池店,堀池,paper,ドラッグストアコスモス 堀池店,〒820-0070 福岡県飯塚市堀池１０５−１,33.6263841,130.6837344,ドラッグストア
庄内タクシー,赤坂,paper,有限会社 Shonai観光 庄内タクシー 本社営業所,〒820-0106 福岡県飯塚市赤坂７９５−２,33.6167728,130.7388826,その他
たこ吉,本町,paper,たこ吉,〒820-0042 福岡県飯塚市本町１３−３０,33.6375723,130.6846148,飲食店
ローソン飯塚病院店,芳雄町,paper,ローソン 飯塚病院店,〒820-0018 福岡県飯塚市芳雄町３−８３,33.6426526,130.6921453,コンビニ
ウエスト飯塚店焼肉コーナー,枝国,paper,焼肉ウエスト 飯塚店,〒820-0081 福岡県飯塚市枝国２１６−５,33.6307542,130.67438,飲食店
筑豊葬祭セレモニーヴィラ穂波斎場,太郎丸,paper,筑豊葬祭 セレモニーヴィラ穂波（穂波ファミリー斎場）,〒820-0076 福岡県飯塚市太郎丸１１５１−１,33.612262,130.6694557,葬儀場
はないちもんめ,堀池,paper,はないちもんめ,〒820-0070 福岡県飯塚市堀池１５５−８,33.629234,130.682682,飲食店
Modernist Cuisine Restaurant Hidaka,赤坂,paper,Modernist Cuisine Restaurant Hidaka (フレンチ&イタリアン レストランヒダカ),〒820-0106 福岡県飯塚市赤坂７３６−１０,33.61534510000001,130.7400679,飲食店
千鳥屋本家 飯塚本店,本町,paper,千鳥屋本家 飯塚本店,〒820-0042 福岡県飯塚市本町４−２１ 4番21号,33.6380121,130.6866114,飲食店
R－GARDEN+,吉原町,paper,R-GARDEN+,〒820-0040 福岡県飯塚市吉原町１１−１,33.6407525,130.6858977,カフェ
鮨 魚鮮,枝国,paper,鮨 魚鮮,〒820-0081 福岡県飯塚市枝国５２６,33.63468,130.6697981,飲食店
ニトリ飯塚店,太郎丸,paper,ニトリ 飯塚店,〒820-0076 福岡県飯塚市太郎丸１２８７−１,33.6152419,130.6700797,電器店
入江電器,南尾,paper,入江電器,〒820-0072 福岡県飯塚市南尾１８０,33.6191543,130.6872683,生活雑貨
山本酒店,赤坂,paper,山本酒店,〒820-0106 福岡県飯塚市赤坂４８８−３,33.6216574,130.73543,店舗
街家ｃａｆｅつむぎ,本町,paper,街家cafe つむぎ,〒820-0042 福岡県飯塚市本町１６−８,33.6397623,130.6844713,カフェ
あんど,吉原町,paper,あんど,〒820-0040 福岡県飯塚市吉原町８−８,33.6403296,130.6873607,飲食店
エクセルブランチ,枝国,paper,レストラン EXCEL BRANCH(エクセルブランチ),〒820-0081 福岡県飯塚市枝国２１８−１,33.630884,130.6737927,飲食店
あったかパソコン教室飯塚校,椿,paper,あったかパソコン教室飯塚校,〒820-0084 福岡県飯塚市椿１２３−７,33.6187019,130.6661887,その他
食房KOSAI,南尾,paper,食房 KOSAI,〒820-0072 福岡県飯塚市南尾２８７,33.616126,130.6844313,飲食店
エースタクシー,有井,paper,エースタクシー,〒820-0112 福岡県飯塚市有井２１２−１,33.6525802,130.7234049,その他
とりさし梅松 福岡飯塚店,本町,paper,とりさし梅松 福岡飯塚店,〒820-0042 福岡県飯塚市本町８−３０,33.639551,130.6848886,飲食店
（一社）飯塚観光協会,吉原町,paper,一般社団法人飯塚観光協会,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン 2F,33.6417441,130.686434,旅行代理店
オンデーズ イオン穂波店,枝国,paper,OWNDAYS イオン穂波店,〒820-0081 福岡県飯塚市枝国 長浦 666 ４８ イオン穂波ショッピングセンター 2F,33.6372266,130.67353,健康・医療
ドラッグストアモリ 穂波店,椿,paper,ドラッグストアモリ 穂波店,〒820-0084 福岡県飯塚市椿１１９−２,33.6193376,130.6662067,ドラッグストア
３びきのこぶた,南尾,paper,３びきのこぶた,〒820-0072 福岡県飯塚市南尾４００−６,33.6170185,130.6808972,飲食店
大塚白蟻工務店,有井,paper,（有）大塚白蟻工務店,〒820-0112 福岡県飯塚市有井５８３−４０,33.656301,130.719488,その他
カラオケともやん,本町,paper,ともやん,〒820-0042 福岡県飯塚市本町８−７ 金広八番街 2F,33.6395821,130.6859341,その他
いけす鯛吉,吉原町,paper,いけす鯛吉,〒820-0040 福岡県飯塚市吉原町１１−１８,33.640169,130.686517,飲食店
緒方たたみ店,枝国,paper,緒方・たたみ店,〒820-0081 福岡県飯塚市枝国４４８−１０,33.634653,130.675071,店舗
ホームプラザナフコ飯塚南店,椿,paper,ホームプラザナフコ 飯塚南店,〒820-0084 福岡県飯塚市椿８９−９,33.6187067,130.6681305,生活雑貨
ピザハット飯塚楽市店,南尾,paper,ピザハット 飯塚楽市店,〒820-0072 福岡県飯塚市南尾４０１−８,33.6174078,130.6814517,飲食店
三晶自動車,有井,paper,（有）三晶自動車,〒820-0112 福岡県飯塚市有井２７５−１,33.647699,130.722137,自動車修理
公設市場 野中鮮魚店,本町,paper,（有）野中鮮魚店,〒820-0042 福岡県飯塚市本町１２−１６,33.6377195,130.6850901,飲食店
大賀薬局飯塚あいタウン店,吉原町,paper,大賀ドラッグストア 飯塚あいタウン店,〒820-0040 福岡県飯塚市吉原町６−１ アイタウン 2F,33.6417444,130.6864091,ドラッグストア
温野菜 飯塚店,枝国,paper,しゃぶしゃぶ温野菜 飯塚店,〒820-0081 福岡県飯塚市枝国６８０−２,33.6358679,130.6760385,飲食店
パソコンドック２４飯塚店,椿,paper,パソコンドック24 飯塚店,〒820-0084 福岡県飯塚市椿１２３−７,33.618752,130.6661314,その他
居酒屋 文月,南尾,paper,居酒屋 文月（ふづき）,〒820-0072 福岡県飯塚市南尾４００−２,33.6171847,130.6808936,飲食店
ファッションセンターしまむら飯塚店,有井,paper,ファッションセンターしまむら 飯塚店,〒820-0112 福岡県飯塚市有井３５５−１,33.6467763,130.7170758,衣料品店
はとや ルナ店,本町,paper,株式会社はとや ルナ店,〒820-0042 福岡県飯塚市本町１０−１８,33.6384683,130.6849227,衣料品店
うなぎの大浦屋,吉原町,paper,うなぎ処 大浦屋,〒820-0040 福岡県飯塚市吉原町１−１０,33.6418099,130.6853335,飲食店
介護ショップクロッカス,枝国,paper,クロッカス,〒820-0081 福岡県飯塚市枝国５１０−２,33.6342809,130.6718992,健康・医療
宝靖自動車,椿,paper,（有）宝靖自動車,〒820-0084 福岡県飯塚市椿１４５−８,33.6163533,130.6661565,店舗
もり田のからあげ 穂波店,南尾,paper,もり田のからあげ穂波店,〒820-0072 福岡県飯塚市南尾４００−２,33.6172212,130.680963,店舗
フェイシャルサロン Sakura,有井,paper,Ｓａｋｕｒａ,〒820-0112 福岡県飯塚市有井３３４−２１,33.646991,130.7213249,その他
ひいらぎ,本町,paper,おむすび&お寿司 ひいらぎ,〒820-0042 福岡県飯塚市本町１５−３３,33.639347,130.6839052,飲食店
カレーショップ華月,吉原町,paper,華月,〒820-0040 福岡県飯塚市吉原町１０−１０,33.6396157,130.6869354,飲食店
キャスティング飯塚店,枝国,paper,釣具のキャスティング 飯塚店,〒820-0081 福岡県飯塚市枝国２１６−４,33.6304008,130.6744535,衣料品店
ＭＥＧＡドン・キホーテ飯塚店,椿,paper,MEGAドン・キホーテ 飯塚店,〒820-0084 福岡県飯塚市椿１１０−１,33.6199187,130.6679101,飲食店
Basis health&beauty,椋本,paper,Basis,〒820-0077 福岡県飯塚市椋本６０１−３４,33.6035911,130.6621723,美容室
ピザハット飯塚近大前店,有井,paper,ピザハット 飯塚近大前店,〒820-0112 福岡県飯塚市有井３５４−２９,33.6458004,130.7167481,飲食店
ひよ子本舗吉野堂 飯塚本店,本町,paper,ひよ子本舗吉野堂 飯塚本店,〒820-0042 福岡県飯塚市本町１５−１,33.6393749,130.6846148,飲食店
かめ屋質店,吉原町,paper,かめ屋質店,〒820-0040 福岡県飯塚市吉原町７−２１ 扶桑ビル,33.6404379,130.686858,店舗
美・サロン きはら,枝国,paper,美サロンきはら,〒820-0081 福岡県飯塚市枝国５０１−１０,33.6347361,130.6735404,店舗
モスバーガー福岡穂波店,椿,paper,モスバーガー福岡穂波店,〒820-0084 福岡県飯塚市椿１９２−１,33.618823,130.663428,カフェ
ボーカル教室ユニゾン,安恒,paper,ボーカル教室ユニゾン,〒820-0085 福岡県飯塚市安恒６０７,33.6113305,130.6530093,その他
BLACK STEELO,有井,paper,ブラックスティーロ,〒820-0112 福岡県飯塚市有井３５４−２１,33.6457722,130.7174435,衣料品店
ビューティ アイランド,本町,paper,カツウラ化粧品ビューティアイランド,〒820-0042 福岡県飯塚市本町１−１２,33.6403722,130.6856612,店舗
喫茶グラスムーン,吉原町,paper,cafe GLASS MOON (喫茶グラス・ムーン),〒820-0040 福岡県飯塚市吉原町１−６,33.6414408,130.6855627,カフェ
レンタルフォトスタジオグレープ,枝国,paper,着物レンタル写真館·グレープ,〒820-0081 福岡県飯塚市枝国５１３−９,33.6343889,130.6712876,衣料品店
くにまる酒店,津原,paper,くにまる酒店,〒820-0086 福岡県飯塚市津原６４９−５,33.6091473,130.6458292,店舗
鮨 魚城,楽市,paper,魚城,〒820-0074 福岡県飯塚市楽市３１０−１,33.610919,130.6791153,飲食店
タイ式マッサージむう庵,有井,paper,タイ式マッサージむう庵,〒820-0112 福岡県飯塚市有井３３４−２１,33.6465785,130.7212476,ジム
タビーガレージ,本町,paper,キャンピングカーレンタル/YADOCARRY販売店 タビーガレージ,〒820-0042 福岡県飯塚市本町２−１９ 2階 【車両展示場は近くにあります】,33.6398857,130.6862101,car_rental
サラン,吉原町,paper,インポートショップ・サラン,〒820-0040 福岡県飯塚市吉原町６−１,33.6417441,130.686434,店舗
エステサロンKENKEN,枝国,paper,YOSAPARK KENKEN,〒820-0081 福岡県飯塚市枝国３６３−３,33.6317139,130.6738303,美容室
安部写真館,天道,paper,安部写真館,〒820-0075 福岡県飯塚市天道３８,33.606586,130.677384,電器店
韓国風居酒屋 オンマ,楽市,paper,韓国居酒屋 オンマ,〒820-0074 福岡県飯塚市楽市３０８−１,33.6108748,130.678658,飲食店
スーパー川食庄内店,有安,paper,スーパー川食 食彩館 庄内店,〒820-0111 福岡県飯塚市有安４２９−１−４２９−１,33.6441925,130.7271961,飲食店
とんかつ専門店ふくや,本町,paper,トンカツと食事の店 ふくや,〒820-0042 福岡県飯塚市本町５−１７,33.6387166,130.6863922,飲食店
やきとりの炭活,吉原町,paper,やきとりの炭活,〒820-0040 福岡県飯塚市吉原町８−４７,33.6400415,130.6870729,飲食店
サーティワンアイスクリームイオン穂波店,枝国,paper,サーティワンアイスクリーム イオン穂波店,〒820-0081 福岡県飯塚市枝国長浦666ｰ48,33.637324,130.673429,ベーカリー
井上呉服店,天道,paper,井上呉服店,〒820-0075 福岡県飯塚市天道４２４,33.6031774,130.6757838,衣料品店
ストロベリーファーム,楽市,paper,ストロベリーファーム,〒820-0074 福岡県飯塚市楽市３０８−１,33.6109154,130.678651,衣料品店
金沢石油(株) セルフ飯塚東店,有安,paper,apollostation セルフ飯塚東SS（金沢石油）,〒820-0111 福岡県飯塚市有安６４６,33.6485926,130.7292262,自動車修理
ブルーミン,本町,paper,ブルーミン,〒820-0042 福岡県飯塚市本町１６−１０,33.6395387,130.6846376,衣料品店
ファミリーショップそうあい,吉原町,paper,（有）ソウアイ,〒820-0040 福岡県飯塚市吉原町７−２１,33.6403609,130.6868951,宝飾店
桜ヶ丘ゴルフセンター,枝国,paper,桜ケ丘ゴルフセンター,〒820-0081 福岡県飯塚市枝国６６６,33.6391401,130.6738049,その他
久保勝治商店,天道,paper,,,,,その他
TAX飯塚,楽市,paper,ＴＡＸ飯塚店/(有)タイセイ自動車,〒820-0074 福岡県飯塚市楽市５９７−５,33.61141,130.673481,店舗
グッデイ庄内店,有安,paper,ホームセンターグッデイ 庄内店,〒820-0111 福岡県飯塚市有安４４０−１,33.6445157,130.7281236,衣料品店
アートギャラリー紅椿,本町,paper,紅椿,〒820-0042 福岡県飯塚市本町１６−８,33.6397558,130.6844515,生活雑貨
鳥一,吉原町,paper,とり料理 鳥一（とりいち）,〒820-0040 福岡県飯塚市吉原町８−２３,33.6390197,130.6879247,飲食店
佐藤眼鏡店(メガネのサトー),枝国,paper,佐藤眼鏡店 イオン穂波店,〒820-0081 福岡県飯塚市枝国長浦666番４８ イオン穂波ショッピングセンタ 1F,33.6370709,130.6738584,健康・医療
篠崎商会,天道,paper,篠崎商会,〒820-0075 福岡県飯塚市天道３６３,33.60322,130.676092,生活雑貨
タイヤ館飯塚,楽市,paper,タイヤ館 飯塚,〒820-0074 福岡県飯塚市楽市６７９−１,33.6139466,130.6722601,自動車修理
Ｓｗｅｅｔ’ｓ ｏｆ ｈａｉｒ,有安,paper,Sweet's of hair,〒820-0111 福岡県飯塚市有安１０３９−１,33.64601870000001,130.7241118,美容室
帽子のほりかわ,本町,paper,帽子のほりかわ,〒820-0042 福岡県飯塚市本町１５−６,33.6389444,130.684812,その他
内藤園あいタウン店,吉原町,paper,（株）内藤園 支店あいタウン店,〒820-0040 福岡県飯塚市吉原町６−１,33.641744,130.686434,飲食店
セブンイレブン飯塚枝国店,枝国,paper,セブン-イレブン 飯塚枝国店,〒820-0081 福岡県飯塚市枝国５００−４,33.6345751,130.6735293,コンビニ
天道ホルモン,天道,paper,天道ホルモン,〒820-0075 福岡県飯塚市天道42−１,33.6069398,130.6777881,飲食店
筑豊ラーメン山小屋穂波店,楽市,paper,九州筑豊ラーメン山小屋 穂波店,〒820-0074 福岡県飯塚市楽市６３０,33.6130992,130.6714406,飲食店
スーパーセンタートライアル飯塚庄内店,有安,paper,スーパーセンタートライアル飯塚庄内店,〒820-0111 福岡県飯塚市有安719番地2,33.6500591,130.7255561,店舗
丸山生花店,本町,paper,丸山生花店,〒820-0042 福岡県飯塚市本町１６−３１,33.6402157,130.6839907,花屋
学生服のひめじ屋,吉原町,paper,学生服のひめじ屋,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン 1階,33.6417444,130.6864091,衣料品店
焼鳥千成,枝国,paper,焼鳥千成,〒820-0081 福岡県飯塚市枝国４２９,33.6331197,130.6701524,飲食店
パーマネントクラブ,天道,paper,パーマネント・クラブ,〒820-0075 福岡県飯塚市天道７０−１,33.605894,130.677203,美容室
ひよ子本舗吉野堂 飯塚工場売店,楽市,paper,ひよ子本舗吉野堂 穂波工場売店,〒820-0074 福岡県飯塚市楽市538ｰ1 穂波工場 1F,33.611036,130.67424,飲食店
くすりのハッピー庄内店,有安,paper,くすりのハッピー 庄内店,〒820-0111 福岡県飯塚市有安６９１,33.64824979999999,130.7274427,ドラッグストア
みどりや,本町,paper,みどりや,〒820-0042 福岡県飯塚市本町１５−７,33.6389403,130.6839646,その他
Ｐｓ 美容室,吉原町,paper,Ps美容室,〒820-0040 福岡県飯塚市吉原町５−３ TMビル,33.643541,130.685384,美容室
麺屋．千寿 本店,枝国,paper,麺屋.千寿 穂波本店,〒820-0081 福岡県飯塚市枝国４９５−１６,33.6351048,130.6740636,飲食店
Ａゴルフセンター,平恒,paper,Ａゴルフセンター,〒820-0073 福岡県飯塚市平恒１−１３,33.610827,130.6994093,その他
ビッグワン,楽市,paper,ビッグワン,〒820-0074 福岡県飯塚市楽市６５４,33.6129314,130.6739812,生活雑貨
ハッピー薬局庄内店,有安,paper,ハッピー薬局 庄内店,〒820-0111 福岡県飯塚市有安６９１,33.6482551,130.727493,ドラッグストア
有限会社みよし,本町,paper,有限会社みよし 呉服部,〒820-0042 福岡県飯塚市本町５−１１,33.638844,130.686698,生活雑貨
味の明太子ふくや飯塚店,吉原町,paper,味の明太子ふくや 飯塚店,〒820-0040 福岡県飯塚市吉原町１１−２ 佐藤ビル,33.640764,130.685915,飲食店
tantan イオン穂波店,枝国,paper,tan tan イオン穂波SC店,〒820-0081 福岡県飯塚市枝国６６６−４８,33.6370709,130.6738584,衣料品店
さかえ屋 平恒おやつshop,平恒,paper,さかえ屋平恒おやつ（アウトレット）ショップ,〒820-0073 福岡県飯塚市平恒４３２−６,33.6084361,130.696007,飲食店
ENEOSサンフラワー楽市SS（山口石油）,楽市,paper,ENEOS サンフラワー楽市 SS (山口石油),〒820-0074 福岡県飯塚市楽市２３１−１,33.6146687,130.6804914,ガソリンスタンド
アラミアルーアン,綱分,paper,Aramiah Ruang,〒820-0101 福岡県飯塚市綱分１３７８−１８,33.6282715,130.7255043,美容室
味覚焼,本町,paper,飯塚名物 味覚焼の 味覚庵,〒820-0042 福岡県飯塚市本町８−７,33.6396489,130.6859887,飲食店
音楽BAR BREAK TIME,吉原町,paper,音楽BAR ブレイクタイム,〒820-0040 福岡県飯塚市吉原町８−４０,33.6393436,130.6873783,バー
charmmie,枝国,paper,チャーミー（ｃｈａｒｍｍｉｅ）,〒820-0081 福岡県飯塚市枝国５１８−１,33.6343453,130.6708849,ペット
洋服の青山飯塚穂波店,弁分,paper,洋服の青山 飯塚穂波店,〒820-0088 福岡県飯塚市弁分15番地52,33.6216439,130.6696069,衣料品店
楽市焼肉ホルモンセンター,楽市,paper,楽市焼肉ホルモンセンター,〒820-0074 福岡県飯塚市楽市４８９−１,33.6095882,130.6783007,飲食店
焼肉開山庄内店,綱分,paper,焼肉 開山 庄内店,〒820-0101 福岡県飯塚市綱分１７１２−５,33.63499669999999,130.7264211,飲食店
京風串揚げ 宗,本町,paper,京風串揚げ 宗,〒820-0042 福岡県飯塚市本町５−１１,33.6388153,130.6867188,飲食店
丸和カーテン,吉原町,paper,丸和カーテン,〒820-0040 福岡県飯塚市吉原町６−１ あいタウン ２Ｆ,33.6417819,130.6864612,生活雑貨
内藤園イオン穂波店,枝国,paper,内藤園 イオン穂波店,〒820-0081 福岡県飯塚市枝国６６６−４８,33.637319,130.673421,飲食店
エディオン飯塚店,弁分,paper,エディオン 飯塚店,〒820-0088 福岡県飯塚市弁分１６−１,33.6231474,130.6690108,生活雑貨
ルミエール穂波店,楽市,paper,ルミエール 穂波店,〒820-0074 福岡県飯塚市楽市６２４−２,33.6122571,130.6720645,飲食店
庄四季物,綱分,paper,庄四季物,〒820-0101 福岡県飯塚市綱分７７０−１,33.638301,130.7286724,その他
わた惣,本町,paper,わた惣,〒820-0042 福岡県飯塚市本町１６−１０,33.6396212,130.684531,飲食店
や台ずし飯塚バスターミナル本町,吉原町,paper,や台ずし飯塚バスターミナル町,〒820-0040 福岡県飯塚市吉原町１１−３,33.6407944,130.6860557,飲食店
ひよ子本舗吉野堂 イオン穂波店,枝国,paper,ひよ子本舗吉野堂 イオン穂波店,〒820-0081 福岡県飯塚市枝国６６６−４８,33.6370291,130.6731681,飲食店
ファッションセンターしまむら穂波店,弁分,paper,ファッションセンターしまむら 穂波店,〒820-0088 福岡県飯塚市弁分字30−２３−５,33.6233688,130.6708694,衣料品店
イエローハット飯塚店,若菜,paper,イエローハット 飯塚店,〒820-0082 福岡県飯塚市若菜２６３−２３,33.6279931,130.6708041,自動車修理
